Name,Area,Lon,Lat,PET_FAO_R2,PET_FAO_p_value,PET_FAO_par_P,PET_FAO_par_Ep,PET_FAO_par_CO2,PET_FAO_CO2_contribution,PET_FAO_P_contribution,PET_FAO_Ep_contribution,PET_FAO_Q_change,PET_FAO_obs,PET_FAO_YANG_R2,PET_FAO_YANG_p_value,PET_FAO_YANG_par_P,PET_FAO_YANG_par_Ep,PET_FAO_YANG_par_CO2,PET_FAO_YANG_CO2_contribution,PET_FAO_YANG_P_contribution,PET_FAO_YANG_Ep_contribution,PET_FAO_YANG_Q_change,PET_FAO_YANG_obs,PET_PT_R2,PET_PT_p_value,PET_PT_par_P,PET_PT_par_Ep,PET_PT_par_CO2,PET_PT_CO2_contribution,PET_PT_P_contribution,PET_PT_Ep_contribution,PET_PT_Q_change,PET_PT_obs,PET_HargreavesSamani_R2,PET_HargreavesSamani_p_value,PET_HargreavesSamani_par_P,PET_HargreavesSamani_par_Ep,PET_HargreavesSamani_par_CO2,PET_HargreavesSamani_CO2_contribution,PET_HargreavesSamani_P_contribution,PET_HargreavesSamani_Ep_contribution,PET_HargreavesSamani_Q_change,PET_HargreavesSamani_obs
ADHI_1160115,690.0103402,19.5958,-34.4053,0.65906206,1.73E-06,0.814699302,0.077150683,-0.008281167,-0.000625752,-0.061561347,0.005829758,-0.075563275,42.7865974,0.658878874,1.74E-06,0.814971881,0.076004572,-0.008077759,-0.000610382,-0.061581944,0.005743154,-0.075563275,42.7865974,0.656968081,1.87E-06,0.817953733,0.061589247,-0.014448182,-0.001091752,-0.061807263,0.004653885,-0.075563275,42.7865974,0.660290677,1.65E-06,0.78584519,-0.09090696,0.009650014,0.000729187,-0.059381036,-0.006869228,-0.075563275,42.7865974
ADHI_1160385,34.1952874,22.9739,-33.5453,0.503729813,0.000243658,0.297035066,-0.508054005,0.121849095,0.005428437,0.013233057,-0.022634054,0.044550487,39.77258971,0.504782997,0.000236986,0.298477669,-0.507491868,0.118272873,0.005269114,0.013297326,-0.02260901,0.044550487,39.77258971,0.344463371,0.008875897,0.645178827,0.089924111,0.035872985,0.001598159,0.028743031,0.004006163,0.044550487,39.77258971,0.343530342,0.009037791,0.550644371,-0.068858989,0.039850849,0.001775375,0.024531475,-0.003067702,0.044550487,39.77258971
ADHI_1160395,32.99562156,22.1792,-33.3681,0.539686703,9.10E-05,0.228099244,-0.575833014,0.04786962,0.001827574,0.008708409,-0.021984243,0.038178156,222.6766954,0.543514102,8.15E-05,0.227854528,-0.578968206,0.046535948,0.001776657,0.008699066,-0.022103939,0.038178156,222.6766954,0.36306215,0.00615152,0.508577483,-0.116644878,-0.042216669,-0.001611755,0.019416551,-0.004453286,0.038178156,222.6766954,0.357624008,0.00685627,0.619870584,0.049770137,-0.024380072,-0.000930786,0.023665516,0.001900132,0.038178156,222.6766954
ADHI_1160398,39.22274412,21.9603,-33.4608,0.339421622,0.004527057,0.140133542,-0.449256517,-0.075592157,-0.01416357,-0.026256576,-0.084176406,0.187368246,42.95147573,0.341703448,0.004302838,0.136443824,-0.454211482,-0.076208086,-0.014278975,-0.02556524,-0.085104809,0.187368246,42.95147573,0.332098481,0.005321438,0.165344395,-0.401343544,-0.1977606,-0.037054057,-0.030980289,-0.075199036,0.187368246,42.95147573,0.386550214,0.001519418,0.169129476,-0.46629787,-0.145443315,-0.027251459,-0.031689493,-0.087369414,0.187368246,42.95147573
ADHI_1160525,656.6876598,25.5206,-32.3856,0.552520063,9.08E-06,0.519745368,-0.215357914,-0.173789778,-0.03737591,0.111778475,-0.046315717,0.215063917,18.16074744,0.552362184,9.13E-06,0.520885127,-0.213923793,-0.174769913,-0.037586702,0.112023596,-0.046007289,0.215063917,18.16074744,0.598452745,1.66E-06,0.91477651,0.348584367,-0.211713608,-0.045531958,0.19673542,0.07496792,0.215063917,18.16074744,0.534171799,1.70E-05,0.709876141,0.044912577,-0.209951136,-0.045152914,0.152668744,0.009659075,0.215063917,18.16074744
ADHI_1160545,658.3751018,26.7442,-33.5067,0.372111819,0.005123498,0.522848426,-0.062728127,-0.129671213,-0.016813292,-0.067793023,-0.008133388,-0.129660948,28.64096032,0.371977469,0.005137538,0.523582628,-0.061171308,-0.130032277,-0.016860108,-0.06788822,-0.00793153,-0.129660948,28.64096032,0.410546197,0.002276613,0.663403035,0.227146011,-0.102651032,-0.01330983,-0.086017466,0.029451967,-0.129660948,28.64096032,0.369413439,0.005412302,0.554464549,-0.006664876,-0.13031617,-0.016896918,-0.071892399,-0.000864174,-0.129660948,28.64096032
ADHI_1160690,1480.151927,26.7897,-32.0503,0.618443582,4.82E-06,0.118489844,-0.661280635,-0.332749261,-0.093334745,-0.033235895,-0.18548639,0.280495723,10.39083148,0.618446125,4.82E-06,0.117478774,-0.662556285,-0.336289071,-0.094327646,-0.032952294,-0.185844205,0.280495723,10.39083148,0.462779493,0.000510104,0.570240471,-0.096295005,-0.328097432,-0.092029927,-0.159950014,-0.027010337,0.280495723,10.39083148,0.488699938,0.000261405,0.365254671,-0.325590712,-0.295967532,-0.083017627,-0.102452373,-0.091326802,0.280495723,10.39083148
ADHI_1160705,114.4741259,30.2442,-29.8622,0.430788563,0.001449929,0.580063374,-0.091692282,-0.136710679,-0.185452623,-0.786875432,-0.124383657,-1.356533558,84.41021637,0.430897046,0.001446359,0.579781376,-0.092391544,-0.13687831,-0.185680021,-0.786492893,-0.12533223,-1.356533558,84.41021637,0.437814727,0.001234646,0.568403358,-0.128344683,-0.136745829,-0.185500306,-0.77105823,-0.174103869,-1.356533558,84.41021637,0.44800682,0.000974041,0.702686611,0.176204395,-0.128371653,-0.174140456,-0.953217968,0.239027175,-1.356533558,84.41021637
ADHI_1160785,1017.964843,29.4222,-30.5683,0.360487476,0.006476518,0.390266418,-0.285606457,-0.086753215,-0.071431122,-0.321338728,-0.235163498,-0.823382986,91.89420451,0.361434395,0.006355216,0.389241375,-0.287564542,-0.087441821,-0.071998108,-0.320494726,-0.236775751,-0.823382986,91.89420451,0.37656448,0.004677494,0.406955003,-0.298240917,-0.113976676,-0.093846456,-0.335079826,-0.245566497,-0.823382986,91.89420451,0.345392818,0.008717249,0.370145209,-0.267231162,-0.094469695,-0.077784739,-0.304771267,-0.220033592,-0.823382986,91.89420451
ADHI_1160820,140.5490214,29.8406,-27.8497,0.61791753,7.82E-06,0.368724321,-0.466674816,0.201509313,0.20115444,-0.36807497,-0.465852967,0.998238925,241.424521,0.61766195,7.89E-06,0.368627099,-0.466515295,0.199476962,0.199125668,-0.367977919,-0.465693727,0.998238925,241.424521,0.618229378,7.73E-06,0.476695095,-0.423406902,0.098964204,0.098789921,-0.475855599,-0.422661251,0.998238925,241.424521,0.654322919,2.08E-06,0.212657316,-0.609115864,0.169577232,0.169278594,-0.212282811,-0.608043165,0.998238925,241.424521
ADHI_1160851,1510.902425,29.9425,-27.6025,0.598623555,1.50E-05,0.473029805,-0.363015735,-0.083963139,-0.017401835,-0.098038102,-0.075237064,-0.207255654,29.68678248,0.598539303,1.50E-05,0.472405683,-0.363313668,-0.084478172,-0.017508579,-0.097908749,-0.075298812,-0.207255654,29.68678248,0.619799158,7.32E-06,0.52818153,-0.356847049,-0.097920423,-0.020294561,-0.109468608,-0.073958569,-0.207255654,29.68678248,0.54927355,6.90E-05,0.623990301,-0.164514691,-0.105662744,-0.021899201,-0.129325518,-0.0340966,-0.207255654,29.68678248
ADHI_1196562,10.95827098,28.3481,-24.7714,0.420744398,0.001817665,0.602368989,-0.080462346,0.138541377,0.052690157,0.229093412,-0.030601498,0.380320728,69.71418266,0.420710127,0.001819054,0.602696,-0.080002264,0.138418072,0.052643262,0.229217782,-0.030426519,0.380320728,69.71418266,0.4183239,0.001918188,0.681905221,0.022389437,0.156059832,0.059352789,0.25934269,0.008515167,0.380320728,69.71418266,0.418435249,0.001913454,0.686589488,0.028252678,0.152465089,0.057985634,0.261124214,0.010745079,0.380320728,69.71418266
ADHI_1197100,47.42446302,30.6842,-25.8389,0.212441479,0.057077312,0.225981744,-0.166734905,0.340480331,1.324812833,-0.87929753,-0.648767407,3.891011353,72.02550045,0.212244362,0.057278393,0.226672207,-0.165501626,0.339694975,1.321757004,-0.88198413,-0.643968705,3.891011353,72.02550045,0.237728992,0.035979041,0.220815446,-0.232402113,0.336212153,1.308205305,-0.859195406,-0.904279259,3.891011353,72.02550045,0.198632169,0.072805129,0.328933044,-0.013841169,0.314170378,1.222440509,-1.279882209,-0.053856145,3.891011353,72.02550045
ADHI_1197580,124.4520876,30.8747,-25.6108,0.500230527,0.000191897,0.596245974,-0.133390191,-0.119028384,-0.195881055,0.981222181,-0.219515803,1.645666762,140.5606345,0.500225235,0.000191924,0.596331751,-0.133251141,-0.119469693,-0.196607303,0.981363342,-0.219286973,1.645666762,140.5606345,0.528620022,8.67E-05,0.545060008,-0.244144446,-0.095388965,-0.156978449,0.896987139,-0.4017804,1.645666762,140.5606345,0.541082023,6.02E-05,0.889436813,0.300640276,-0.138343025,-0.227666518,1.463716601,0.49475371,1.645666762,140.5606345
ADHI_1258301,1361.367926,16.2,-21.3,0.235341038,0.042451782,0.489847174,-0.001037686,0.04289936,0.000692299,0.007905025,-1.67E-05,-0.016137738,20.20110153,0.235344918,0.042448828,0.483123919,-0.007929104,0.042557425,0.000686781,0.007796527,-0.000127958,-0.016137738,20.20110153,0.240319294,0.03881051,0.4187919,-0.100320882,0.037583341,0.00060651,0.006758354,-0.001618952,-0.016137738,20.20110153,0.244947833,0.035680759,0.366539732,-0.15765935,0.037614008,0.000607005,0.005915122,-0.002544265,-0.016137738,20.20110153
ADHI_maghr09,574.9349583,-7.751391,31.320414,0.12398492,0.287288631,0.287796992,0.030166298,0.203272225,0.125884743,-0.178230206,0.01868173,0.619291414,260.171611,0.124045873,0.287055717,0.288851999,0.031829548,0.202957434,0.125689796,-0.178883563,0.019711766,0.619291414,260.171611,0.124701232,0.284561126,0.253792439,-0.038954641,0.213129021,0.131988973,-0.157171478,-0.024124274,0.619291414,260.171611,0.127905805,0.272616048,0.305225695,0.07729338,0.191717423,0.118728954,-0.189023652,0.047867127,0.619291414,260.171611
ADHI_maghr13,644.2028457,-7.475638,31.638882,0.292096637,0.023414117,0.184820557,-0.367135698,0.204666638,0.218956832,0.197725062,-0.392769775,1.069821804,95.94576697,0.291614756,0.023614461,0.184940525,-0.366396212,0.204624534,0.218911788,0.197853406,-0.391978656,1.069821804,95.94576697,0.226838682,0.069694957,0.385233238,-0.104085621,0.1562464,0.167155805,0.412130918,-0.111353067,1.069821804,95.94576697,0.218416154,0.079513178,0.417588509,-0.024575519,0.156498355,0.167425353,0.446745292,-0.026291426,1.069821804,95.94576697
ADHI_maghr14,265.978791,-7.963338,31.29224,0.166427696,0.171562969,0.122653972,-0.271908029,0.23804018,0.265868194,-0.136992796,-0.303695354,-1.116904693,163.7405785,0.166329696,0.171799352,0.12250184,-0.271848954,0.238219551,0.266068534,-0.13682288,-0.303629372,-1.116904693,163.7405785,0.207510608,0.094027382,0.179463462,-0.313054457,0.211807078,0.23656832,-0.200443583,-0.349651993,-1.116904693,163.7405785,0.135155549,0.262418446,0.229124525,-0.133317557,0.214315171,0.23936962,-0.255910257,-0.148903005,-1.116904693,163.7405785
AUS-HRS_140002A,57.8,153.043,-26.057,0.511544732,1.79E-05,0.85527625,0.183483463,-0.134741665,-0.548065311,-3.478858934,0.746323873,4.067526644,592.8030223,0.511080423,1.82E-05,0.853845011,0.181287225,-0.134362424,-0.54652274,-3.473037331,0.737390616,4.067526644,592.8030223,0.499978788,2.64E-05,0.781163535,0.098021327,-0.105482197,-0.429051647,-3.17740349,0.39870436,4.067526644,592.8030223,0.498450987,2.77E-05,0.686813177,-0.082187231,-0.068782932,-0.27977641,-2.793630896,-0.334298751,4.067526644,592.8030223
AUS-HRS_146012A,29,153.423,-28.179,0.883825742,5.74E-16,0.965407866,0.027822402,-0.038517613,-0.008420216,0.211044817,0.006082169,-0.218606897,790.3746367,0.883777451,5.78E-16,0.964473224,0.026357719,-0.03837208,-0.008388401,0.210840498,0.005761979,-0.218606897,790.3746367,0.883359207,6.14E-16,0.946660018,-0.001569908,-0.035756525,-0.007816623,0.206946409,-0.000343193,-0.218606897,790.3746367,0.898090418,6.23E-17,0.919152561,-0.125027976,-0.017478421,-0.003820903,0.200933089,-0.027331978,-0.218606897,790.3746367
AUS-HRS_212040,92.7,149.543,-34.609,0.527692301,1.02E-05,0.926740093,0.302376006,-0.066211518,-0.113512374,-1.588794075,0.518390441,-1.714390136,90.20856353,0.527774347,1.02E-05,0.927059291,0.302751284,-0.065999224,-0.113148419,-1.589341304,0.519033815,-1.714390136,90.20856353,0.521208183,1.28E-05,0.83861366,0.239366591,-0.026394747,-0.045250894,-1.437710987,0.410367723,-1.714390136,90.20856353,0.528433061,9.98E-06,0.896398033,0.283459436,-0.069973309,-0.119961551,-1.536775945,0.485960061,-1.714390136,90.20856353
AUS-HRS_219001,14.4,149.442,-36.593,0.537878888,7.13E-06,0.729382137,0.035279351,0.054092372,0.241432286,-3.255475603,0.157463503,-4.463333333,343.7015463,0.537845104,7.14E-06,0.729085254,0.034689465,0.054216921,0.241988192,-3.254150516,0.154830644,-4.463333333,343.7015463,0.538309017,7.02E-06,0.70632825,-0.039904572,0.056282802,0.251208905,-3.152578422,-0.178107407,-4.463333333,343.7015463,0.537486389,7.23E-06,0.726109261,0.028004662,0.057112771,0.254913333,-3.240867666,0.124994142,-4.463333333,343.7015463
AUS-HRS_221207,159.2,148.914,-37.447,0.676091652,1.88E-08,0.797440297,-0.038315226,-0.117382481,-0.288534719,-1.960166538,-0.094181626,-2.458073093,332.8795223,0.676191467,1.87E-08,0.796595615,-0.040022786,-0.117332923,-0.288412901,-1.958090246,-0.098378933,-2.458073093,332.8795223,0.676971657,1.80E-08,0.79298731,-0.05061558,-0.123013904,-0.302377167,-1.949220769,-0.124416794,-2.458073093,332.8795223,0.680161451,1.52E-08,0.77951622,-0.081105364,-0.122069755,-0.30005638,-1.916107845,-0.199362912,-2.458073093,332.8795223
AUS-HRS_221210,844.1,149.519,-37.417,0.751531665,2.18E-10,0.936095466,0.146701505,-0.068900202,-0.101318259,-1.37653533,0.215725652,-1.470507421,115.8006547,0.75120345,2.23E-10,0.934963198,0.145039317,-0.068587997,-0.100859159,-1.374870321,0.213281391,-1.470507421,115.8006547,0.755877425,1.62E-10,0.925529719,0.157138196,-0.053050709,-0.078011462,-1.36099832,0.231072884,-1.470507421,115.8006547,0.744330479,3.53E-10,0.916172795,0.109583365,-0.05641848,-0.082963794,-1.347238894,0.161143152,-1.470507421,115.8006547
AUS-HRS_223202,899.3,147.729,-37.268,0.629663227,1.78E-07,0.69236309,-0.175994591,-0.069341615,-0.049335011,-0.492600884,-0.125216223,-0.711477679,60.35948943,0.629988661,1.75E-07,0.691182519,-0.177610763,-0.069311557,-0.049313625,-0.491760934,-0.126366093,-0.711477679,60.35948943,0.631211492,1.66E-07,0.673848844,-0.192857124,-0.082995412,-0.059049383,-0.479428411,-0.137213539,-0.711477679,60.35948943,0.62277608,2.42E-07,0.726786996,-0.135097536,-0.086082269,-0.061245613,-0.517092725,-0.096118881,-0.711477679,60.35948943
AUS-HRS_224201,1974,147.17,-37.49,0.722150968,1.43E-09,0.670940801,-0.243704979,0.083598737,0.205665141,-1.650612661,-0.599549951,-2.460146497,238.8569837,0.722812436,1.37E-09,0.670327104,-0.24540107,0.083449072,0.205296941,-1.649102876,-0.603722584,-2.460146497,238.8569837,0.718521272,1.78E-09,0.660748224,-0.243336863,0.071378459,0.175601466,-1.625537429,-0.598644331,-2.460146497,238.8569837,0.705931203,3.72E-09,0.730069949,-0.176691725,0.074392315,0.183015994,-1.796079029,-0.434687529,-2.460146497,238.8569837
AUS-HRS_224206,1100,147.089,-37.406,0.722479754,1.40E-09,0.684512627,-0.220477847,0.082661914,0.202858468,-1.679844765,-0.541068993,-2.454074182,262.3475652,0.723020099,1.36E-09,0.683941675,-0.222021912,0.082595873,0.2026964,-1.678443606,-0.544858243,-2.454074182,262.3475652,0.719911336,1.64E-09,0.676335453,-0.220500432,0.072322888,0.177485731,-1.659777373,-0.541124416,-2.454074182,262.3475652,0.707511974,3.39E-09,0.742092149,-0.151443047,0.074210579,0.182118266,-1.821149183,-0.371652473,-2.454074182,262.3475652
AUS-HRS_235205,4.5,143.444,-38.638,0.818879215,1.05E-12,0.900693556,-0.040995278,-0.114474424,-0.793596704,6.244079818,-0.284200755,-6.932524138,851.3295158,0.819078424,1.03E-12,0.899386203,-0.043982472,-0.114617656,-0.794589669,6.235016564,-0.304909546,-6.932524138,851.3295158,0.817590027,1.19E-12,0.921020377,0.00177346,-0.114011865,-0.790390005,6.384995994,0.012294552,-6.932524138,851.3295158,0.842033566,1.04E-13,0.881531022,-0.161117042,-0.097631094,-0.676829916,6.111235089,-1.116947781,-6.932524138,851.3295158
AUS-HRS_238208,23.3,142.508,-37.374,0.755951963,1.61E-10,0.582273002,-0.34781263,-0.104987351,-0.330063519,-1.830573626,-1.093467541,-3.143840812,106.5840702,0.75666061,1.53E-10,0.579344186,-0.351159884,-0.105154945,-0.330590408,-1.821365895,-1.103990774,-3.143840812,106.5840702,0.720633438,1.57E-09,0.784263553,-0.125423576,-0.112008237,-0.352136067,-2.465599766,-0.394311756,-3.143840812,106.5840702,0.724696036,1.23E-09,0.776630843,-0.144480462,-0.106768758,-0.335663978,-2.441603739,-0.454223574,-3.143840812,106.5840702
AUS-HRS_305202,18.3,147.237,-43.071,0.897940975,6.39E-17,0.894665558,-0.111011907,-0.021976007,-0.059875215,-2.437580814,-0.302459944,-2.724572096,252.4329753,0.898201417,6.12E-17,0.894190387,-0.11237571,-0.02209811,-0.060207894,-2.436286176,-0.306175724,-2.724572096,252.4329753,0.891760461,1.73E-16,0.909877501,-0.07045035,-0.019235057,-0.0524073,-2.479026851,-0.191947059,-2.724572096,252.4329753,0.897762554,6.58E-17,0.932827026,-0.101752316,-0.007563086,-0.020606173,-2.541554487,-0.277231521,-2.724572096,252.4329753
AUS-HRS_606002,73.1,116.519,-34.694,0.758220462,5.53E-10,0.869347939,0.014116675,0.019623106,0.007698547,-0.341063018,0.005538261,-0.3923205,27.00508892,0.758210911,5.54E-10,0.869260902,0.013744039,0.019601132,0.007689926,-0.341028872,0.005392068,-0.3923205,27.00508892,0.760628493,4.72E-10,0.885094731,0.055045351,0.022117124,0.008677001,-0.347240808,0.02159542,-0.3923205,27.00508892,0.759044108,5.24E-10,0.872211594,0.032505887,0.014288094,0.005605512,-0.342186489,0.012752726,-0.3923205,27.00508892
AUS-HRS_608002,48.3,115.843,-34.392,0.708695038,3.17E-09,0.865838004,0.1412196,0.01156423,0.017285493,-1.294200869,0.211086287,-1.494737888,131.6518235,0.708471537,3.21E-09,0.865769563,0.140408008,0.011575136,0.017301795,-1.294098568,0.20987317,-1.494737888,131.6518235,0.717463583,1.90E-09,0.90898366,0.184824208,0.015163662,0.0226657,-1.358692317,0.276263746,-1.494737888,131.6518235,0.718059966,1.83E-09,0.874075912,0.172612321,-0.009086234,-0.013581538,-1.306514382,0.258010176,-1.494737888,131.6518235
AUS-HRS_701007,1836,114.669,-28.763,0.539054721,6.84E-06,0.76838652,0.227291393,0.118564528,0.034488574,-0.223511666,0.066115525,-0.290884419,8.8512971,0.538481779,6.98E-06,0.76769249,0.225727899,0.119101145,0.034644667,-0.223309784,0.065660729,-0.290884419,8.8512971,0.516731318,1.50E-05,0.711942386,0.149804284,0.153132554,0.044543874,-0.207092947,0.043575732,-0.290884419,8.8512971,0.559540812,3.21E-06,0.755982034,0.267745301,0.08832738,0.025693059,-0.219903395,0.077882936,-0.290884419,8.8512971
AUS-HRS_105105A,296.8,145.014,-15.771,0.730105764,8.78E-10,0.748835571,-0.110655,-0.141940842,-1.01771354,5.369138933,-0.79339456,7.169983827,366.4435623,0.729922291,8.88E-10,0.751135245,-0.107925524,-0.142059759,-1.018566172,5.38562756,-0.773824261,7.169983827,366.4435623,0.734950362,6.47E-10,0.744883981,-0.134486521,-0.130985433,-0.939163434,5.3408061,-0.964266179,7.169983827,366.4435623,0.765172309,8.42E-11,0.756635917,-0.232253522,-0.059020475,-0.423175848,5.425067286,-1.665253993,7.169983827,366.4435623
AUS-HRS_108002A,907.3,145.282,-16.179,0.709279967,3.06E-09,0.895275258,0.069981618,-0.146063302,-1.779042685,10.90440154,0.852372114,12.17994292,918.2766216,0.709187093,3.08E-09,0.893535625,0.067936864,-0.14589821,-1.77703187,10.88321291,0.82746713,12.17994292,918.2766216,0.707748921,3.35E-09,0.856714638,0.024178639,-0.142009195,-1.729663885,10.43473539,0.294494442,12.17994292,918.2766216,0.734285381,6.75E-10,0.788399805,-0.188311793,-0.056757307,-0.691300754,9.602664621,-2.293626887,12.17994292,918.2766216
AUS-HRS_111005A,358.2,145.725,-17.183,0.816087334,1.36E-12,0.97899219,0.099097161,-0.142760424,-0.309088639,2.11960258,0.214553906,2.165086301,1503.074165,0.815908375,1.38E-12,0.97681054,0.09647172,-0.142470174,-0.308460222,2.114879118,0.2088696,2.165086301,1503.074165,0.812511784,1.88E-12,0.919056677,0.022072604,-0.131580222,-0.284882537,1.989837021,0.047789092,2.165086301,1503.074165,0.845063112,7.50E-14,0.817757424,-0.218116509,-0.033224108,-0.07193306,1.770515396,-0.472241065,2.165086301,1503.074165
AUS-HRS_112102A,77.8,145.905,-17.715,0.698666497,5.60E-09,1.062430804,0.331538532,-0.100267163,-1.118458417,11.85118484,3.698240302,11.15478278,1991.612581,0.698962296,5.51E-09,1.063085101,0.332493297,-0.100993864,-1.126564614,11.85848337,3.708890505,11.15478278,1991.612581,0.688957722,9.54E-09,1.071431991,0.323752641,-0.104917425,-1.170331089,11.95159111,3.611390381,11.15478278,1991.612581,0.651627604,6.38E-08,0.80547335,-0.035353524,-0.042822774,-0.47767874,8.984880247,-0.394360875,11.15478278,1991.612581
AUS-HRS_114001A,155.8,145.805,-18.107,0.738278658,5.23E-10,1.020928984,0.330253269,-0.147038505,-2.310377923,16.0415925,5.189184016,15.71274079,1074.703921,0.738133335,5.28E-10,1.020545205,0.329775287,-0.147737749,-2.32136495,16.03556228,5.181673606,15.71274079,1074.703921,0.724461186,1.24E-09,1.044542139,0.323496777,-0.161243191,-2.533572471,16.41261988,5.083021004,15.71274079,1074.703921,0.677346481,1.76E-08,0.838207054,0.104718797,-0.160466824,-2.521373606,13.17053017,1.645419309,15.71274079,1074.703921
AUS-HRS_116010A,223.7,145.537,-18.204,0.611840762,3.90E-07,0.97053885,0.332923575,-0.211534367,-1.536609851,7.050105274,2.41839495,7.264114439,569.099499,0.611646151,3.93E-07,0.969341754,0.331860022,-0.211959347,-1.539696952,7.041409433,2.410669174,7.264114439,569.099499,0.575525654,1.73E-06,0.919129291,0.23578567,-0.214079648,-1.555099062,6.676660353,1.712774087,7.264114439,569.099499,0.566025008,2.51E-06,0.772079591,0.145353858,-0.21041302,-1.52846426,5.608474505,1.055867061,7.264114439,569.099499
AUS-HRS_129001A,241.3,150.665,-22.835,0.891902032,1.69E-16,1.039429834,0.115716593,-0.085234268,-0.166932208,2.035734246,0.226632163,1.958510501,454.3939138,0.891845285,1.71E-16,1.03909264,0.115207967,-0.08546045,-0.167375189,2.035073847,0.225636013,1.958510501,454.3939138,0.898707942,5.62E-17,1.065777755,0.155958879,-0.091404824,-0.179017307,2.087336925,0.305447102,1.958510501,454.3939138,0.891430347,1.82E-16,1.030508634,0.10617072,-0.09806619,-0.192063663,2.018261981,0.207936471,1.958510501,454.3939138
AUS-HRS_135002A,550.3,151.587,-24.753,0.829556449,3.77E-13,1.019842884,0.136073945,-0.092468209,-0.057265825,0.631591595,0.084270981,0.61930284,127.1952595,0.829430815,3.81E-13,1.018858628,0.135017168,-0.092192826,-0.057095279,0.630982042,0.083616515,0.61930284,127.1952595,0.823851754,6.57E-13,0.97706901,0.086121902,-0.079351253,-0.049142456,0.605101613,0.053335539,0.61930284,127.1952595,0.828326411,4.25E-13,0.976655388,0.10865987,-0.082778287,-0.051264828,0.604845456,0.067293366,0.61930284,127.1952595
AUS-HRS_138009A,101.8,152.784,-26.079,0.82840032,4.22E-13,1.00828126,0.162232581,-0.054375303,-0.11094818,2.057312138,0.331021781,2.040414931,260.8806725,0.827954015,4.41E-13,1.007017219,0.160110122,-0.054103504,-0.110393597,2.05473297,0.326691085,2.040414931,260.8806725,0.825485975,5.61E-13,0.97083358,0.13322796,-0.03725408,-0.076013781,1.980903332,0.271840319,2.040414931,260.8806725,0.817142781,1.24E-12,0.953342534,0.086808275,-0.048922832,-0.099822877,1.94521434,0.177124901,2.040414931,260.8806725
AUS-HRS_138903A,784.3,152.72,-25.82,0.768695239,1.34E-10,0.997330546,0.191679387,-0.105679664,-0.372939642,3.519542762,0.676429498,3.528963167,245.5841616,0.76829934,1.38E-10,0.996376177,0.190111192,-0.105424358,-0.372038678,3.516174829,0.670895395,3.528963167,245.5841616,0.764793817,1.76E-10,0.955673392,0.16030633,-0.083662006,-0.295240137,3.3725362,0.565715135,3.528963167,245.5841616,0.745007866,6.59E-10,0.894391487,0.02874588,-0.081161256,-0.286415083,3.156274615,0.101443152,3.528963167,245.5841616
AUS-HRS_145107A,102.3,153.159,-27.996,0.817023404,1.25E-12,0.921161147,0.027499001,-0.014428282,-0.010489293,0.669679808,0.019991644,0.726995282,335.8852119,0.816973748,1.25E-12,0.920507181,0.026266042,-0.014282166,-0.010383067,0.669204378,0.019095289,0.726995282,335.8852119,0.817449649,1.20E-12,0.892984443,-0.034432907,-0.010568057,-0.007682928,0.649195477,-0.025032561,0.726995282,335.8852119,0.819011352,1.04E-12,0.899453293,-0.051150593,-0.007013444,-0.005098741,0.653898301,-0.03718624,0.726995282,335.8852119
AUS-HRS_146095A,55.8,153.404,-28.149,0.708134415,3.27E-09,0.854545621,0.011086842,-0.029147877,-0.152403223,-4.468095776,0.057968902,-5.228621701,737.570682,0.708118664,3.28E-09,0.853814071,0.009905699,-0.029041023,-0.151844521,-4.464270782,0.051793153,-5.228621701,737.570682,0.708763836,3.16E-09,0.832182872,-0.030712501,-0.027450198,-0.143526702,-4.351169425,-0.160584049,-5.228621701,737.570682,0.709915061,2.95E-09,0.837809597,-0.044176706,-0.02499673,-0.130698444,-4.380589442,-0.230983286,-5.228621701,737.570682
AUS-HRS_203010,177.7,153.163,-28.738,0.877228983,1.46E-15,1.005789798,0.132479611,-0.017766632,-0.005726912,0.324207181,0.042703596,0.322340892,446.1224326,0.877230021,1.46E-15,1.005871383,0.132533051,-0.017690303,-0.005702308,0.324233479,0.042720822,0.322340892,446.1224326,0.877405344,1.43E-15,0.993198377,0.127487347,-0.00845706,-0.002726056,0.320148451,0.041094385,0.322340892,446.1224326,0.868847226,4.47E-15,0.952071733,0.065331745,-0.011545525,-0.003721595,0.306891652,0.021059093,0.322340892,446.1224326
AUS-HRS_204025,135.8,153.032,-30.254,0.832649439,2.76E-13,0.867067481,-0.134592283,0.008846622,0.023798037,2.332472669,-0.362062732,2.690070519,692.6850392,0.832864694,2.70E-13,0.866903793,-0.135433157,0.008777198,0.023611282,2.332032337,-0.364324742,2.690070519,692.6850392,0.840431631,1.24E-13,0.878972057,-0.158831321,0.004086528,0.010993048,2.364496818,-0.427267453,2.690070519,692.6850392,0.869417709,4.15E-15,0.882841258,-0.233211188,0.028127786,0.075665729,2.37490524,-0.627354541,2.690070519,692.6850392
