Name,Area,Lon,Lat,PET_FAO_R2,PET_FAO_p_value,PET_FAO_par_P,PET_FAO_par_Ep,PET_FAO_par_CO2,PET_FAO_CO2_contribution,PET_FAO_P_contribution,PET_FAO_Ep_contribution,PET_FAO_Q_change,PET_FAO_obs,PET_FAO_YANG_R2,PET_FAO_YANG_p_value,PET_FAO_YANG_par_P,PET_FAO_YANG_par_Ep,PET_FAO_YANG_par_CO2,PET_FAO_YANG_CO2_contribution,PET_FAO_YANG_P_contribution,PET_FAO_YANG_Ep_contribution,PET_FAO_YANG_Q_change,PET_FAO_YANG_obs,PET_PT_R2,PET_PT_p_value,PET_PT_par_P,PET_PT_par_Ep,PET_PT_par_CO2,PET_PT_CO2_contribution,PET_PT_P_contribution,PET_PT_Ep_contribution,PET_PT_Q_change,PET_PT_obs,PET_HargreavesSamani_R2,PET_HargreavesSamani_p_value,PET_HargreavesSamani_par_P,PET_HargreavesSamani_par_Ep,PET_HargreavesSamani_par_CO2,PET_HargreavesSamani_CO2_contribution,PET_HargreavesSamani_P_contribution,PET_HargreavesSamani_Ep_contribution,PET_HargreavesSamani_Q_change,PET_HargreavesSamani_obs
60778000,814.3106,-50.7742,-17.3308,0.271310447,0.01411799,0.539452362,0.035229015,-0.067242772,-0.225270141,1.807220395,0.118020791,-3.350101924,612.945623,0.271327504,0.014112904,0.54003635,0.035936139,-0.067256376,-0.225315713,1.809176815,0.120389729,-3.350101924,612.945623,0.351923495,0.002276379,0.210585913,-0.413758841,-0.087116631,-0.291849592,0.705484271,-1.38613429,-3.350101924,612.945623,0.341060017,0.002954857,0.672595734,0.313411992,-0.098671893,-0.330560897,2.253264262,1.049962116,-3.350101924,612.945623
60781000,5866.107,-50.6819,-17.3258,0.293145689,0.012160714,0.423643461,-0.129629775,-0.054367696,-0.237199112,1.848300734,-0.565557669,-4.362868553,584.6167874,0.29315172,0.01215921,0.423388013,-0.129779827,-0.054707465,-0.238681477,1.847186248,-0.566212326,-4.362868553,584.6167874,0.439480932,0.000396699,0.087430788,-0.582276985,-0.077367396,-0.337543779,0.381449034,-2.540397949,-4.362868553,584.6167874,0.379552609,0.001797278,0.714717499,0.3753169,-0.134577366,-0.587143359,3.118218499,1.637458299,-4.362868553,584.6167874
60790000,8646.124,-50.5564,-17.5411,0.26343359,0.016655097,0.443016492,-0.050957626,-0.119135929,-0.621362948,2.310587869,-0.265773566,-5.215579804,545.1282832,0.263408073,0.016663956,0.443401033,-0.050381944,-0.119296736,-0.622201649,2.312593473,-0.262771049,-5.215579804,545.1282832,0.396056253,0.000748239,0.098979534,-0.526749507,-0.178819946,-0.9326497,0.516235657,-2.747304091,-5.215579804,545.1282832,0.368214683,0.00152499,0.67902036,0.383987609,-0.15458385,-0.806244409,3.541484876,2.002718016,-5.215579804,545.1282832
60798000,12676.28,-50.3325,-17.9678,0.253289981,0.020538777,0.624345063,0.187216288,-0.078485398,-0.39241773,3.121651657,0.936059351,-4.999882027,532.4054449,0.253334004,0.020520262,0.624906419,0.187712206,-0.078132164,-0.390651603,3.124458375,0.938538885,-4.999882027,532.4054449,0.301848296,0.007282517,0.18724361,-0.381069732,-0.100237551,-0.50117593,0.936195961,-1.905303702,-4.999882027,532.4054449,0.454863138,0.000146672,0.772555497,0.552410611,-0.10050814,-0.502528845,3.862686346,2.761987887,-4.999882027,532.4054449
60810000,1351.332,-50.0314,-18.1047,0.19560226,0.102284485,0.574830751,0.228784636,0.168955041,0.54657273,-1.859588276,0.740122593,-3.235018781,481.4862675,0.194772914,0.103605796,0.570443058,0.223479267,0.169212289,0.547404933,-1.845394005,0.722959626,-3.235018781,481.4862675,0.320815482,0.011636812,-0.02391257,-0.565836943,0.101055639,0.326916889,0.077357612,-1.830493139,-3.235018781,481.4862675,0.291455962,0.020233474,0.655689014,0.436123856,0.235934445,0.763252361,-2.121166276,1.410868867,-3.235018781,481.4862675
60850000,2448.873,-49.1803,-19.3597,0.612126922,2.42E-06,0.891921696,0.130244524,0.152434795,0.27061693,-1.583425295,0.231222622,-1.77529631,520.2205387,0.612064473,2.42E-06,0.891771996,0.12986656,0.15261223,0.270931929,-1.583159533,0.230551624,-1.77529631,520.2205387,0.605297475,3.12E-06,0.764399184,-0.03689329,0.147744256,0.262289832,-1.35703505,-0.065496522,-1.77529631,520.2205387,0.638467371,8.58E-07,0.906091828,0.215482185,0.149165797,0.264813489,-1.608581478,0.382544728,-1.77529631,520.2205387
60855000,5223.887,-49.6972,-19.0356,0.58391111,1.90E-06,0.905008861,0.170442989,0.206400172,0.906726935,3.975752063,0.748765116,-4.393053188,445.8303963,0.583745985,1.91E-06,0.904390033,0.169399424,0.207013966,0.909423364,3.973033518,0.744180681,-4.393053188,445.8303963,0.580720468,2.15E-06,0.644715494,-0.155024734,0.171429624,0.753099456,2.832269458,-0.681031902,-4.393053188,445.8303963,0.601699377,9.38E-07,0.883174457,0.203900494,0.2423076,1.064470174,3.879832363,0.895745717,-4.393053188,445.8303963
60930000,1426.433,-52.5325,-18.4067,0.068297821,0.526513184,0.069106346,-0.210938187,0.114872392,0.258672019,0.155615093,-0.474994953,-2.25182059,597.0540793,0.068442646,0.525556994,0.069282217,-0.211065587,0.114466782,0.257758657,0.156011122,-0.475281835,-2.25182059,597.0540793,0.310242846,0.008518627,0.017664096,-0.55068928,0.097334246,0.21917926,0.039776376,-1.240053459,-2.25182059,597.0540793,0.050075164,0.655364731,0.259650205,0.053890914,0.120762702,0.271935939,0.584685677,0.121352669,-2.25182059,597.0540793
60940000,3091.322,-52.0964,-18.5161,0.105979381,0.289558393,0.159515734,-0.186630186,0.11440182,0.168994681,0.235637078,-0.275690621,-1.47720273,623.6365731,0.10600732,0.289434521,0.1598749,-0.186399367,0.114144135,0.168614027,0.236167639,-0.275349654,-1.47720273,623.6365731,0.207840193,0.050296635,0.128960216,-0.381156004,0.061493514,0.090838387,0.190500384,-0.56304469,-1.47720273,623.6365731,0.099321423,0.320344411,0.366747125,0.120399725,0.088820211,0.131205458,0.541759855,0.177854803,-1.47720273,623.6365731
61009000,528.0866,-44.1947,-21.9464,0.792181033,5.05E-10,1.069777196,0.215071599,-0.111192402,-0.32013982,3.0800511,0.619223813,-2.879151951,914.1075056,0.79185871,5.17E-10,1.067882466,0.212773995,-0.110519495,-0.31820242,3.074595887,0.612608662,-2.879151951,914.1075056,0.779343858,1.20E-09,0.91521928,0.032294022,-0.110315842,-0.317616073,2.635055377,0.092979395,-2.879151951,914.1075056,0.820822825,5.98E-11,1.024865905,0.255166038,-0.05632778,-0.162176237,2.95074467,0.734661795,-2.879151951,914.1075056
61014000,285.8806,-44.6369,-22.17,0.634347242,1.65E-06,0.944772059,0.218637852,-0.088205459,-0.26005848,2.785496365,0.644615744,-2.948326361,842.1359473,0.634301926,1.65E-06,0.944578463,0.218429933,-0.087924073,-0.259228862,2.784925584,0.64400273,-2.948326361,842.1359473,0.625608206,2.31E-06,0.909924438,0.168050514,-0.095096075,-0.280374263,2.682754208,0.49546776,-2.948326361,842.1359473,0.692689203,1.38E-07,0.899228152,0.306761436,-0.074399977,-0.219355415,2.651218065,0.904432827,-2.948326361,842.1359473
61024000,539.6353,-44.6025,-21.9797,0.667843611,4.20E-07,0.917147787,0.13588372,-0.049165793,-0.512234616,9.55531922,1.415706764,-10.41851636,1151.731615,0.667699522,4.22E-07,0.916166947,0.134588132,-0.049142245,-0.511989281,9.545100322,1.402208655,-10.41851636,1151.731615,0.661306872,5.54E-07,0.834515845,0.029186692,-0.064118894,-0.668023741,8.694416986,0.304082032,-10.41851636,1151.731615,0.694900968,1.25E-07,0.896460449,0.205577831,-0.036101639,-0.376125519,9.339787851,2.141815997,-10.41851636,1151.731615
61031000,104.5836,-44.4639,-21.9983,0.59656398,1.04E-05,0.990487844,0.304065966,-0.109527915,-0.775992994,-7.01749529,2.154273268,-7.08488785,997.8519844,0.596346078,1.04E-05,0.9902405,0.303509319,-0.108817185,-0.770957549,-7.015742886,2.150329489,-7.08488785,997.8519844,0.570353042,2.45E-05,0.862236952,0.140281109,-0.108160367,-0.76630407,-6.108852105,0.993875921,-7.08488785,997.8519844,0.609811762,6.55E-06,0.86762447,0.245965265,-0.100434796,-0.711569268,-6.147022064,1.742636316,-7.08488785,997.8519844
61045000,391.113,-44.3542,-21.745,0.752482468,6.23E-09,1.192409873,0.483539874,-0.081991308,-0.235021034,3.417940347,1.38602546,-2.866413994,656.4058616,0.751910886,6.44E-09,1.192690027,0.483315972,-0.081206431,-0.232771251,3.418743385,1.385383665,-2.866413994,656.4058616,0.721307497,3.41E-08,1.150674008,0.412762079,-0.096333099,-0.276130542,3.298308079,1.183147,-2.866413994,656.4058616,0.778027093,1.30E-09,0.977728857,0.38096742,-0.063489379,-0.181986843,2.802575677,1.092010345,-2.866413994,656.4058616
61052000,280.6018,-44.3056,-21.7381,0.695169796,1.23E-07,1.151433775,0.550010216,-0.118822694,-0.277891517,2.692866718,1.286312976,-2.338707423,655.9133758,0.694492538,1.27E-07,1.152058061,0.550052705,-0.117835104,-0.275581832,2.694326739,1.286412345,-2.338707423,655.9133758,0.645592187,1.06E-06,1.086256654,0.447134501,-0.138503596,-0.323919387,2.5404365,1.045716776,-2.338707423,655.9133758,0.677399466,2.77E-07,0.891935746,0.369969817,-0.127368126,-0.297876781,2.085976751,0.865251158,-2.338707423,655.9133758
61060000,1971.388,-44.3508,-21.6889,0.808680976,1.54E-10,1.21683893,0.443693295,-0.049249362,-0.299844282,7.408465414,2.7013324,-6.088287637,818.3727232,0.808224324,1.59E-10,1.21672772,0.443205632,-0.04855578,-0.295621553,7.407788335,2.698363372,-6.088287637,818.3727232,0.779568847,1.18E-09,1.152951114,0.35268235,-0.062361693,-0.379675925,7.01949801,2.147231593,-6.088287637,818.3727232,0.825318261,4.15E-11,1.005486093,0.328201751,-0.042075496,-0.256167719,6.121688551,1.998186666,-6.088287637,818.3727232
61075000,991.813,-44.9156,-21.5061,0.786947257,1.54E-09,1.189200485,0.388468257,0.060557023,0.49281075,9.677668237,3.161339876,-8.137961901,681.1590227,0.78665324,1.57E-09,1.188783216,0.387817216,0.061642324,0.501642885,9.674272519,3.156041733,-8.137961901,681.1590227,0.749241378,1.47E-08,0.982900011,0.146511048,0.035421348,0.288257581,7.998802846,1.192301323,-8.137961901,681.1590227,0.804057777,4.82E-10,1.008814877,0.289355032,0.048946819,0.398327345,8.209697033,2.354760228,-8.137961901,681.1590227
61085000,552.0104,-43.8144,-21.2794,0.499440342,0.000140899,0.664602451,-0.043268324,-0.135624063,-0.014333009,0.070236449,-0.004572679,0.105681899,768.0823732,0.499572865,0.000140375,0.661874444,-0.046969379,-0.136570756,-0.014433057,0.069948148,-0.004963813,0.105681899,768.0823732,0.505242251,0.000119592,0.613954956,-0.117659656,-0.147030772,-0.015538491,0.064883926,-0.012434496,0.105681899,768.0823732,0.504371899,0.000122586,0.732089413,0.086789212,-0.102650495,-0.010848299,0.077368599,0.009172049,0.105681899,768.0823732
61100000,188.7259,-43.9633,-21.4444,0.812937589,2.53E-10,1.005716311,0.159425607,0.015089953,0.046447984,3.095668769,0.490723743,-3.078073545,627.9094062,0.812887514,2.54E-10,1.005869024,0.159407204,0.015172058,0.046700711,3.096138834,0.490667096,-3.078073545,627.9094062,0.806753192,3.97E-10,0.967822317,0.099798271,-0.009951061,-0.030630099,2.979028271,0.307186417,-3.078073545,627.9094062,0.816375664,1.95E-10,0.939899814,0.130821538,0.001005353,0.00309455,2.893080751,0.402678314,-3.078073545,627.9094062
61173000,384.6311,-45.1714,-21.3422,0.556575201,3.59E-06,0.719340329,-0.026433797,-0.035096387,-0.306025785,6.272346265,-0.230491637,-8.719580998,493.2641137,0.556618517,3.58E-06,0.717633744,-0.028559088,-0.035547834,-0.309962216,6.257465557,-0.249023281,-8.719580998,493.2641137,0.56954034,2.19E-06,0.60191156,-0.179436423,-0.068749601,-0.599467713,5.248416604,-1.564610425,-8.719580998,493.2641137,0.578381706,1.55E-06,0.890643185,0.2107138,0.012150641,0.105948496,7.766035389,1.837336048,-8.719580998,493.2641137
61267000,111.5068,-45.2869,-22.5083,0.493630155,0.000229251,0.07272802,-0.675527583,0.077804652,0.431985987,0.403799574,-3.750655542,5.552187115,544.2793722,0.491109635,0.000245203,0.073745767,-0.673548491,0.076405714,0.424218819,0.4094503,-3.739667251,5.552187115,544.2793722,0.515125712,0.000127263,0.042335006,-0.697790811,0.076547333,0.425005113,0.235051873,-3.87426515,5.552187115,544.2793722,0.269471567,0.030068792,0.101678626,-0.479863989,0.037764655,0.209676429,0.564538756,-2.664294655,5.552187115,544.2793722
61280000,251.0897,-45.2156,-22.3706,0.462607242,0.000512315,0.58313471,-0.114204852,-0.217443154,-1.869769842,5.014311434,-0.982034997,-8.598890357,918.6225202,0.462519886,0.00051344,0.583761306,-0.113389051,-0.217625265,-1.871335794,5.019699463,-0.975020021,-8.598890357,918.6225202,0.473795636,0.000385598,0.518169513,-0.201150787,-0.229231236,-1.971134262,4.455682827,-1.729673561,-8.598890357,918.6225202,0.471401852,0.000409989,0.756358936,0.158741895,-0.156554153,-1.346191998,6.503847558,1.365004152,-8.598890357,918.6225202
61295000,167.0094,-45.6219,-22.4697,0.44407745,0.000612587,0.504778288,-0.187550148,-0.06521552,-0.323543242,-2.504275106,-0.930462302,-4.961138714,582.6616122,0.44442272,0.000607299,0.502788614,-0.190187522,-0.066122049,-0.328040656,-2.494404057,-0.943546676,-4.961138714,582.6616122,0.47331918,0.00028773,0.390131072,-0.338195226,-0.097223766,-0.482340589,-1.935494365,-1.677833429,-4.961138714,582.6616122,0.441978745,0.000645658,0.735636836,0.134725869,0.019778439,0.098123577,-3.649596386,0.668393722,-4.961138714,582.6616122
61320000,476.9829,-45.7353,-22.6858,0.608106839,6.95E-06,0.718338964,-0.077188308,-0.042911222,-0.059637771,-0.998343396,-0.10727587,-1.389794297,682.348854,0.608201966,6.93E-06,0.71750239,-0.078440031,-0.043232177,-0.060083832,-0.99718073,-0.109015507,-1.389794297,682.348854,0.62205427,4.23E-06,0.630834664,-0.194408697,-0.060556276,-0.084160767,-0.876730418,-0.270188099,-1.389794297,682.348854,0.605576729,7.60E-06,0.769066285,-0.013490021,-0.035280751,-0.049032987,-1.068843937,-0.018748354,-1.389794297,682.348854
61343000,245.2334,-45.8825,-22.5575,0.606428222,4.70E-06,0.89582177,0.152814922,0.076384429,0.526031806,-6.169198994,1.052380837,-6.886636605,798.8865192,0.606522453,4.69E-06,0.896550711,0.153807828,0.076996589,0.530247529,-6.174218947,1.059218619,-6.886636605,798.8865192,0.598887455,6.16E-06,0.795407135,0.026798172,0.050906847,0.350576959,-5.477679889,0.184549274,-6.886636605,798.8865192,0.629991542,1.95E-06,0.910232972,0.240589474,0.139167503,0.958396019,-6.268443705,1.656852277,-6.886636605,798.8865192
61350000,1341.772,-45.7914,-22.4142,0.704657112,7.83E-08,0.985899518,0.18211806,0.08838766,0.21572304,-2.406232279,0.444485819,-2.440646571,598.4438047,0.704450826,7.91E-08,0.984181062,0.180160208,0.088409193,0.215775593,-2.402038135,0.439707394,-2.440646571,598.4438047,0.69501207,1.24E-07,0.849528342,0.017118309,0.05163477,0.126022223,-2.073398435,0.041779741,-2.440646571,598.4438047,0.727354478,2.49E-08,0.98014019,0.247424684,0.146853875,0.358418407,-2.392175794,0.603876206,-2.440646571,598.4438047
61370000,685.3109,-45.8539,-22.3542,0.669899697,3.84E-07,0.854707932,0.044615243,0.069492305,0.382031968,-4.698732501,0.245271027,-5.497471502,668.9342953,0.669842302,3.85E-07,0.852970748,0.042503273,0.069229067,0.380584822,-4.689182381,0.233660532,-5.497471502,668.9342953,0.671084865,3.65E-07,0.749665737,-0.081765737,0.04426392,0.243339637,-4.121266024,-0.449504807,-5.497471502,668.9342953,0.703334861,8.34E-08,1.008940812,0.283797443,0.169311045,0.930782645,-5.546623362,1.560168356,-5.497471502,668.9342953
61390000,497.5496,-45.9178,-22.1167,0.842782003,9.10E-12,0.86015359,-0.068460892,-0.096186144,-0.195489338,1.748181691,-0.139140357,-2.032406433,675.1733182,0.842835814,9.05E-12,0.859039884,-0.069783088,-0.096491329,-0.196109597,1.745918188,-0.141827598,-2.032406433,675.1733182,0.845683883,6.95E-12,0.807552994,-0.128658456,-0.108646838,-0.220814533,1.6412759,-0.261486273,-2.032406433,675.1733182,0.847891532,5.65E-12,0.992708689,0.117675226,-0.059117212,-0.120150202,2.017587525,0.239163887,-2.032406433,675.1733182
61700000,470.0988,-46.8067,-20.8097,0.646101045,8.31E-08,0.837870083,0.04256119,0.015548721,0.137355581,-7.401646306,0.375980578,-8.833883027,547.0502915,0.645973617,8.36E-08,0.834079645,0.037894449,0.015674121,0.138463355,-7.368162021,0.334755133,-8.833883027,547.0502915,0.660926152,4.06E-08,0.645213689,-0.201387684,0.003913823,0.034574255,-5.699742255,-1.779035241,-8.833883027,547.0502915,0.652604851,6.09E-08,0.856117424,0.099568805,0.014023383,0.123880926,-7.562841181,0.879579181,-8.833883027,547.0502915
61770000,226.562,-47.0125,-21.1353,0.569889854,4.89E-06,0.54669321,-0.246129774,-0.07779673,-0.467921935,-3.288181218,-1.480390253,-6.014673599,545.3165103,0.571223002,4.65E-06,0.541473701,-0.252850289,-0.078045025,-0.469415352,-3.256787576,-1.520811956,-6.014673599,545.3165103,0.636685132,3.45E-07,0.3780824,-0.470284546,-0.102165148,-0.614490016,-2.274042229,-2.828608043,-6.014673599,545.3165103,0.546252043,1.13E-05,0.727838606,-0.020282684,-0.08870278,-0.533518271,-4.377711646,-0.121993723,-6.014673599,545.3165103
62622000,381.3892,-46.6786,-22.6869,0.595184013,2.93E-06,0.868328765,0.136641134,-0.025124686,-0.153263809,-5.296916847,0.833528441,-6.100128268,578.9005414,0.595055508,2.94E-06,0.867602227,0.135620342,-0.024770766,-0.151104851,-5.292484868,0.82730148,-6.100128268,578.9005414,0.58721067,3.94E-06,0.785248235,0.024292116,-0.020085705,-0.122525379,-4.790114957,0.148185024,-6.100128268,578.9005414,0.604969793,2.02E-06,0.844526845,0.15550771,-0.017076944,-0.104171549,-5.15172208,0.948616977,-6.100128268,578.9005414
62760005,222.7891,-47.8814,-22.1544,0.527961927,8.84E-05,0.908462995,0.327548695,0.068237288,0.194947665,-2.595395354,0.935776544,-2.85690817,514.2031221,0.527621196,8.92E-05,0.907624699,0.326558841,0.068755076,0.196426938,-2.593000419,0.93294862,-2.85690817,514.2031221,0.48498849,0.000288297,0.802233619,0.162740038,0.044722828,0.127769012,-2.291907781,0.464933344,-2.85690817,514.2031221,0.505597582,0.000165751,0.810136692,0.219994146,0.03598183,0.102796784,-2.314486135,0.628503073,-2.85690817,514.2031221
63790000,709.0958,-51.265,-21.8831,0.543871227,5.54E-05,0.465017698,-0.281731968,0.496469585,2.169208221,2.031786524,-1.230962219,4.369267094,245.9693284,0.544068946,5.51E-05,0.465417599,-0.281439446,0.495383553,2.164463056,2.033533799,-1.229684109,4.369267094,245.9693284,0.522480163,0.000103393,0.609328484,-0.131852371,0.449166311,1.962527581,2.662318896,-0.576098228,4.369267094,245.9693284,0.515810985,0.000124842,0.583288662,-0.115447942,0.437564154,1.911834662,2.548543956,-0.504422893,4.369267094,245.9693284
63950010,2519.487,-54.5072,-20.9942,0.3151375,0.01297943,0.55542833,0.006107813,0.134360863,0.407686505,-1.685316912,0.018532724,3.034265309,411.1832484,0.315119311,0.012983949,0.553159153,0.002557301,0.134291081,0.407474769,-1.67843163,0.00775953,3.034265309,411.1832484,0.380445904,0.003452159,0.439251223,-0.279119779,0.127266155,0.38615928,-1.332804748,-0.846923462,3.034265309,411.1832484,0.316898448,0.012548696,0.513747805,-0.056628768,0.131673526,0.399532411,-1.558847143,-0.171826706,3.034265309,411.1832484
63950100,3806.602,-54.2044,-21.3044,0.333206777,0.009134758,0.518368029,-0.085379594,0.07748074,0.087632138,0.586283749,-0.096565887,1.131018343,422.4713698,0.333439627,0.009092839,0.516750781,-0.087705874,0.077466835,0.087616411,0.584454612,-0.099196952,1.131018343,422.4713698,0.366246916,0.004665326,0.460583691,-0.22276728,0.073313176,0.082918547,0.520928603,-0.25195388,1.131018343,422.4713698,0.334669626,0.008874297,0.503855622,-0.102248917,0.075654805,0.085566973,0.569869951,-0.1156454,1.131018343,422.4713698
64327000,891.6689,-49.735,-22.7514,0.472122509,0.000161529,0.813086209,0.056802905,0.312700181,0.274975596,-0.714994357,0.049950124,0.879358608,370.5468433,0.471951976,0.000162314,0.809516157,0.052490432,0.31248303,0.274784642,-0.711855,0.046157913,0.879358608,370.5468433,0.470960435,0.000166948,0.75995666,-0.008458468,0.306506522,0.269529148,-0.66827443,-0.007438026,0.879358608,370.5468433,0.47393801,0.000153389,0.811661401,0.068754856,0.320864544,0.282154998,-0.71374144,0.060460174,0.879358608,370.5468433
64360000,2018.545,-49.95,-23.7667,0.563489274,1.37E-05,0.445679585,-0.418934959,0.066871861,0.164334469,1.095236725,-1.029513056,2.457453204,536.2857005,0.563140388,1.39E-05,0.447909221,-0.417311507,0.066281507,0.162883701,1.100715951,-1.025523499,2.457453204,536.2857005,0.524968449,4.72E-05,0.518340674,-0.33103262,0.059052812,0.145119522,1.273797951,-0.813497172,2.457453204,536.2857005,0.526807174,4.46E-05,0.613989542,-0.29621301,0.113218162,0.278228335,1.508850568,-0.727929611,2.457453204,536.2857005
64362000,3987.661,-50.1631,-23.3422,0.651388167,5.01E-07,0.562872686,-0.346696341,0.064108424,0.003604108,0.031644107,-0.019490901,-0.056218941,501.5562177,0.651075618,5.08E-07,0.564780164,-0.345110955,0.063620564,0.003576681,0.031751343,-0.019401773,-0.056218941,501.5562177,0.609315312,2.69E-06,0.665850843,-0.214872526,0.069497653,0.003907084,0.03743343,-0.012079906,-0.056218941,501.5562177,0.626871863,1.37E-06,0.674154291,-0.248223123,0.088382287,0.004968759,0.037900241,-0.013954841,-0.056218941,501.5562177
64380000,1066.623,-50.3911,-23.8503,0.500022208,0.000192984,0.477653178,-0.281863415,0.217254984,0.487666827,1.072176136,-0.632691753,2.244674975,472.3704782,0.49954785,0.000195482,0.478918115,-0.280197285,0.217079875,0.487273764,1.075015509,-0.628951834,2.244674975,472.3704782,0.473687627,0.000386669,0.580120773,-0.159010153,0.226212979,0.507774614,1.302182582,-0.356926111,2.244674975,472.3704782,0.467327868,0.00045479,0.599908853,-0.124503126,0.25759852,0.578224952,1.346600389,-0.279469051,2.244674975,472.3704782
64682000,813.812,-52.6047,-23.4414,0.57229654,1.53E-05,0.824960308,0.10811958,0.260437876,0.197917282,0.626920726,0.082164445,-0.759940472,616.648549,0.572042506,1.54E-05,0.823935663,0.106281784,0.260662861,0.198088257,0.626142057,0.080767829,-0.759940472,616.648549,0.579259197,1.21E-05,0.827070671,0.137028848,0.26559192,0.201834049,0.628524476,0.104133767,-0.759940472,616.648549,0.564873197,1.95E-05,0.758611974,-0.003922493,0.264387082,0.200918444,0.576499942,-0.002980861,-0.759940472,616.648549
64810000,2046.024,-53.1331,-23.9167,0.76335293,1.61E-09,0.983582383,0.130155932,0.19098734,0.448458553,2.309555874,0.305619948,2.348106181,772.0224079,0.763199869,1.63E-09,0.982657237,0.128881864,0.191097709,0.448717711,2.307383531,0.302628301,2.348106181,772.0224079,0.771590689,9.54E-10,1.009006065,0.174896116,0.209105728,0.491002451,2.369253378,0.410674652,2.348106181,772.0224079,0.760820414,1.89E-09,0.950798738,0.096080417,0.192242435,0.451405651,2.232576393,0.22560702,2.348106181,772.0224079
64815000,2952.248,-53.3167,-24.1331,0.74697258,4.36E-09,0.980964398,0.144690998,0.17517633,0.071992193,0.403146806,0.05946364,0.410969864,662.1549509,0.746867051,4.39E-09,0.980439865,0.14392302,0.175362174,0.072068569,0.402931238,0.059148024,0.410969864,662.1549509,0.759333013,2.07E-09,1.020771625,0.208473544,0.197501847,0.081167307,0.419506376,0.085676344,0.410969864,662.1549509,0.743071196,5.48E-09,0.935741136,0.096148597,0.175485528,0.072119263,0.384561408,0.039514176,0.410969864,662.1549509
65180000,766.1714,-50.2881,-26.3722,0.913221838,5.12E-16,0.898780966,-0.084254522,-0.031308645,-0.170900891,4.906072062,-0.45991045,5.458584737,801.4604867,0.913254683,5.09E-16,0.898826237,-0.084435646,-0.031517906,-0.17204316,4.906319179,-0.460899129,5.458584737,801.4604867,0.913627077,4.77E-16,0.906444963,-0.082489012,-0.033542074,-0.183092253,4.947906641,-0.450273262,5.458584737,801.4604867,0.913888162,4.56E-16,0.919564083,-0.078788729,-0.038442604,-0.20984221,5.01951847,-0.430074956,5.458584737,801.4604867
65945000,551.4279,-52.8008,-26.0506,0.927457402,3.51E-17,0.86988163,-0.113381322,0.038166968,0.110809731,2.525517577,-0.329178721,2.90328878,915.3584214,0.927517252,3.46E-17,0.86912606,-0.114244122,0.037960154,0.11020929,2.523323937,-0.331683678,2.90328878,915.3584214,0.928121466,3.05E-17,0.881544434,-0.106817607,0.03299755,0.095801418,2.559378064,-0.310122361,2.90328878,915.3584214,0.936572169,4.70E-18,0.860386452,-0.153969502,0.030342637,0.088093438,2.497950332,-0.447017928,2.90328878,915.3584214
65948000,273.2533,-53.02,-26.1525,0.802506171,2.43E-10,0.87830302,-0.019777797,0.053351562,0.675636059,11.1226958,-0.25046301,-12.66384783,1693.773596,0.802531024,2.42E-10,0.876849041,-0.021563413,0.05319256,0.673622489,11.10428283,-0.273075778,-12.66384783,1693.773596,0.809984192,1.39E-10,0.791263631,-0.135545459,0.042054167,0.532567572,10.02044222,-1.716527065,-12.66384783,1693.773596,0.805152926,2.00E-10,0.850581365,-0.068644193,0.049825238,0.630979235,10.77163297,-0.86929962,-12.66384783,1693.773596
70500000,536.0328,-50.4428,-28.1614,0.850131955,1.79E-12,0.741484906,-0.329436484,0.043503992,0.223322666,3.806326198,-1.691123729,-5.133383256,1186.657867,0.849956678,1.83E-12,0.740928641,-0.329398025,0.041729236,0.214212161,3.803470681,-1.690926306,-5.133383256,1186.657867,0.842674253,3.70E-12,0.737866368,-0.319541063,0.037189832,0.19090966,3.787750859,-1.640326743,-5.133383256,1186.657867,0.793625223,2.11E-10,0.859460538,-0.182543745,0.026744511,0.137289824,4.411940334,-0.937067006,-5.133383256,1186.657867
71200000,1003.974,-49.7786,-27.8028,0.85562283,2.27E-14,0.816233264,-0.138992616,-0.020192872,-0.125646877,5.07887928,-0.864859038,6.222338029,1153.924164,0.855435452,2.32E-14,0.817131074,-0.137633195,-0.020646274,-0.128468097,5.084465754,-0.856400263,6.222338029,1153.924164,0.860325747,1.30E-14,0.799057724,-0.166563373,-0.018992757,-0.118179357,4.972007266,-1.036413612,6.222338029,1153.924164,0.84733476,5.85E-14,0.930842178,0.038669885,0.004636517,0.028849978,5.792014682,0.240617095,6.222338029,1153.924164
71250000,488.1934,-49.6269,-27.8297,0.904004513,2.26E-17,0.925530946,-0.074429028,0.110925615,0.161485378,1.347386856,-0.108353691,1.455798816,946.9731446,0.904016059,2.26E-17,0.925461021,-0.074527738,0.110620488,0.161041175,1.347285059,-0.108497393,1.455798816,946.9731446,0.90430432,2.15E-17,0.925246921,-0.076639936,0.111527692,0.162361882,1.346973372,-0.111572329,1.455798816,946.9731446,0.900968862,3.84E-17,0.969910062,-0.016745774,0.112368684,0.163586197,1.41199392,-0.024378478,1.455798816,946.9731446
