,Amazon River,Congo River,Mississippi River,Yenisey,Ob,Parana Rio,Yangtze River,Mackenzie River,Nelson River,River Murray,Lena,Orange River,Yukon River,Yellow River,Tocantins Rio,Niger River,Niagara River,Sao Francisco,Colorado Rio,Columbia River,Songhuajiang,Arkansas River,Saskatchewan River,Zhujiang,Parnaiba Rio,Snake River,Okavango River,Cooper Creek,Colorado Rio,Fraser River,Olenek,Kura River,Rhine River,Elbe River,Danube River,Red River,Huaihe,Liaohe,Diamantina River,Albany River,Brazos River,Oder River,Colorado River,Hayes River
1981,1141.126018158251,315.0079487244279,140.87586152684915,246.2623061148113,205.9149821668796,166.5282974672745,383.0876330735359,119.96264900580022,95.88087964344787,22.66872385679159,217.9480295415214,1.324774749151542,101.7146500090575,32.98879116969044,476.3894194298132,96.67640882984242,277.87841197418896,187.7057314767863,21.474327936540085,278.26035204862234,181.8356048017784,56.004931105690645,114.87168480164479,2741.612879792529,95.5784805924774,115.78041451684564,29.71500773358327,20.52591387921631,16.0200535127981,389.5356875588718,93.89239540445774,51.12503539048198,600.30756531529,296.39668014959494,558.6984982336646,63.25593094206778,135.9788925036575,53.64702482737241,16.65922960187065,262.6474232945455,48.890098908712524,281.90841185639806,21.25155587883705,194.0852823818339
1982,1221.933409594771,309.4205385026243,236.63464902411818,230.9763881305783,175.2636270368405,250.4249968724791,430.5439190068073,137.31863907818956,121.1779377171568,8.034328492899279,205.5820202988816,2.695552353137907,119.34800354039231,35.58988930224172,542.4198329087807,75.15363529654324,327.44084815618476,194.440250986136,44.39962643506485,352.28585605306165,139.3626917583011,116.26268944811804,120.04491845990106,2727.734143646035,54.85036933155638,200.28320128009142,42.96329200021958,0.1491337348570602,55.31524757246037,466.45737825346214,91.2008538927084,69.14463162091016,570.74792051109,212.98792717893707,521.0375159079757,129.70127153974468,297.1921483290932,45.54515958284883,6.502166830454922e-13,361.0388336542294,41.13215776065013,202.5362588677972,11.512790086973446,194.08197440277752
1983,1016.390091618732,282.9518317757873,221.13794419758491,288.6437580893402,237.9699759562323,463.0985316433316,565.3972147222613,127.3171705877971,111.70413339555896,19.62348484507125,260.9543132281446,0.7384521376407731,99.58241187266414,37.96711658965054,492.9363471206232,52.78136262854952,289.6831665616759,241.1033574901172,61.084646992158014,350.4537385256667,163.8709219684593,115.64963396498672,109.86404965944261,4207.37912067969,41.71392238263309,186.30619916597874,21.5072519466389,18.59728002769253,34.01282654582205,416.19292164189386,90.85322321639107,58.44521988957838,508.7688032560547,153.27600667816805,445.1977761983685,82.81794986176475,360.6206724500406,50.96959411028156,3.054124061819671,294.45282873687813,48.51602905794202,117.14700235426528,19.06356328506191,231.30741447126465
1984,1167.102914864772,266.9707567599131,240.86675787275266,227.3059009654254,209.6479409307699,214.1290126326272,410.8674719610668,122.57928106591407,106.10257911061797,23.25860037742259,177.2165712193635,1.073904538896525,97.79552046589164,45.09813476455594,441.8297970916246,44.30380304961671,320.24788255482366,88.28651304895219,52.73804618024061,306.0636975035219,188.5110262033525,133.85033311446216,106.43202096348415,2350.532273780575,75.06439274217232,193.628333776918,16.59929984080445,14.88757346177765,41.33367799571607,397.6332183657436,96.4320207835828,50.22861633828368,454.62731638339733,153.9716237847389,422.6897349355783,78.21302904608672,320.9766305807603,68.42378906811125,6.239774505045411,345.1607392208368,35.710151021979655,85.18475240020717,12.84684521096578,166.40882222471163
1985,942.7480082439231,332.5420456029045,202.61565364447537,243.5952896451386,223.81323285735,218.412253234075,360.267903993425,141.4574570423699,141.29001072001734,10.9290526284455,145.0661833918776,0.7525741882710891,132.08767679541626,43.4886204403096,820.7288109153013,64.94769194234087,346.38149723002175,238.8260874317869,45.23356579095768,219.41944352508764,196.881289242397,187.79401322365254,134.7399760158183,2529.56799999186,313.8447779453252,82.93226264330377,52.80966597928344,2.356850781374499,17.11855537999768,393.8702146865631,80.64661052655235,51.73859556483936,401.13187850880274,181.46332973813088,484.7299042779681,141.67205233484137,259.3678585906803,81.15587764478057,3.985015583313982,429.20795969688334,76.09155732690316,167.03836833969405,26.249842859296464,211.85952946762382
1986,1108.549188335878,312.0375847439639,203.26787448879801,250.98283439771,250.5324375375117,200.8029458414345,324.9148185662068,142.1238813029628,139.93011893868453,16.3035425904332,92.92352159532817,0.519734592984085,115.8315188340997,31.69950828881161,610.9797978850538,67.21106754037984,327.59876752356365,126.3446875761734,43.99900161616391,305.3545777475779,198.3022970293941,146.50415285896295,139.5031522240571,2176.556141430859,213.2831136253056,167.83124996426884,25.64878254381644,2.511929372667366,36.03686094226718,381.9080855434522,132.5862159692631,42.51297621990174,492.84769397163075,213.57113272647058,459.33941654064233,104.67760367193546,181.1939432017896,93.05086654850851,3.796631267491215,338.2930091630169,78.96895029992194,184.12081510493027,34.02641223377644,216.32704073103014
1987,980.4477602406178,327.4631109349226,152.94334062885054,215.2878429971086,216.8597660816259,244.5213851489766,368.0009254882733,127.72275080680521,98.8517696900207,10.32824140369836,125.7476900002259,2.763054601967286,104.81847154209743,23.63138579784961,401.8531790647751,61.89542431774508,214.09449885985276,75.75434141257153,40.67679228101379,197.98349626214656,184.9569171733942,157.9199740688257,96.21355273270352,2387.466443418468,67.95644263052915,68.21577233061231,23.4745120563231,0.855223289825016,52.49446929916765,338.2209895411872,103.0623708303611,61.43910699487581,584.121803012019,288.8856866880253,577.9320571803667,151.65445891907586,256.3800233094018,84.96593462449026,0.05873703988287403,272.1495386049301,107.31861936882936,229.3147034540744,54.81421261910965,197.8766305150057
1988,1020.741869395626,339.5314292900295,124.51209222126234,290.3530735227139,182.6152922614358,196.7826559486088,370.7918927249559,150.56428584101,77.34252447103002,17.79565959504037,229.512280304474,10.70440447603976,102.81917684525328,22.90257874487894,556.9956344357432,71.1414040896115,266.90178006878443,99.53905679553867,36.41374832311384,199.20573290780487,206.7449868451103,99.01133843869147,85.45679198241372,2193.268978704808,91.29715141492207,71.04248076424003,26.14490489641086,5.924737955144667,19.10511987107739,350.10560595650395,114.6516955651234,89.9580039438729,562.451128396787,263.2795266982463,538.4770719708736,64.73365669095656,154.9850439163961,68.93032146085964,4.103017165383673,311.6619295192767,15.300863685418557,230.5532524738856,6.471847178376736,167.4683828294389
1989,1135.309418574356,360.1757842283058,189.272578613436,250.7165011932951,162.0980765387286,228.675556792915,423.836576345818,125.82634717487952,109.35416572922965,25.48593065772665,194.5909870154281,2.891277008714747,112.09199424195283,30.47743424590947,640.5476296091398,85.179023386692,242.65758867841834,163.5908553067923,28.86658873052938,256.69727429846785,159.977512734885,103.70131959937065,104.33323855781927,2169.555004456142,138.508607475904,114.29071657289151,47.71317713412841,22.91029128382322,15.11367904119049,380.107735547571,156.9621859833823,65.27940295819964,380.09156275644636,146.77882778600474,488.7395381082763,99.99770773009482,256.4664613200911,50.92296081705114,11.09147337861241,320.12120048332406,33.95058680960692,125.51644473728956,6.278036838318596,168.23827527236472
1990,1045.909762267564,341.5966958953171,232.44220625275454,244.4939036104433,215.4510686137705,278.2386433671508,409.0471448081627,118.66972627044534,106.66149448034234,22.74484366806436,143.0740856539832,1.172279715800577,112.75168658720115,32.49257538930289,496.9927951796014,86.9556985063008,340.08853983037613,75.96206945192864,25.100116828340965,240.80246197855618,184.3776151848039,160.63616836947608,130.36224611095463,2291.469097114523,73.69419448711663,66.80545526455364,14.68683884035695,41.65951152935508,10.26738911842341,371.96169332452405,154.0370439029987,66.75968039204022,406.75653159601484,130.76305871918575,434.4167129317051,176.58561194659393,226.3694983653857,70.75668465302967,21.67889583650432,387.27191568211174,51.04937951121498,83.84725359325972,11.664781408026492,196.24598593452086
